Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
MMP25,MMP25,-4.500374849,0.797827355,-0.441446617,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MMP25+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP25)
HNF4G,HNF4G_P2,0.361219817,0.060171501,0.440908215,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HNF4G+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4G)
DUSP15,DUSP15,-1.865318126,0.580646059,-0.440380191,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DUSP15+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP15)
DOK1,DOK1,0.798975844,0.281432836,0.43993626,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DOK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK1)
PTPRS,PTPRS,-2.46849885,0.663443944,-0.439876043,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPRS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRS)
SMPD4,SMPD4,-1.913532342,0.589130679,-0.43970746,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SMPD4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD4)
PANX1,PANX1,0.688660628,0.229923192,0.439652804,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PANX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANX1)
PRSS3,PRSS3_ENST00000379405.3,-0.786064241,0.275954951,-0.439537103,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRSS3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS3)
RPS6KB2,RPS6KB2,-0.411718531,0.085605431,-0.439508989,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPS6KB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB2)
KCNH2,KCNH2_P2,0.766978308,0.267875285,0.438763251,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNH2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2)
DCD,DCD,-0.345497079,0.053741407,-0.438674521,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DCD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCD)
PLA2G2D,PLA2G2D,0.523786168,0.146048806,0.437624385,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLA2G2D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2D)
KCNMB2,KCNMB2_P1,-0.243169989,0.015962124,-0.43695442,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNMB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB2)
SCMH1,SCMH1_ENST00000326197.7,0.519807362,0.144344246,0.43695034,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCMH1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCMH1)
MAPKBP1,MAPKBP1,-1.24399941,0.445876658,-0.43637666,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPKBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKBP1)
PKN2,PKN2,0.829936453,0.298306915,0.43599606,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PKN2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN2)
DGKA,DGKA,0.842893454,0.304078759,0.435787646,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DGKA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKA)
FTL,FTL,0.452814117,0.109206243,0.435495124,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FTL+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL)
ADORA2B,ADORA2B,1.920215143,0.593394331,0.435229449,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADORA2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2B)
SYT2,SYT2,1.265119236,0.453277485,0.434740327,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SYT2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT2)
PIK3CA,PIK3CA,-1.942224797,0.597672058,-0.434159197,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PIK3CA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA)
PFKM,PFKM_P1,-1.059314447,0.389200766,-0.434134935,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PFKM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKM)
NQO2,NQO2,-0.304993504,0.037796415,-0.433868323,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NQO2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO2)
RLBP1,RLBP1,0.209385896,0.008473825,0.433830932,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RLBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLBP1)
SLC25A12,SLC25A12,-0.449352859,0.109206243,-0.432166251,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC25A12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12)
PLIN3,PLIN3,0.5399175,0.158414908,0.432044117,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLIN3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN3)
TRAF3IP3,TRAF3IP3_P2,-0.570082711,0.175458998,-0.430882397,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRAF3IP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP3)
CFB,CFB,0.668759325,0.227536425,0.429978186,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CFB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFB)
DUSP7,DUSP7_P1,1.440542711,0.50303674,0.429858369,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DUSP7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP7)
CKM,CKM_P2,1.001493709,0.372430279,0.429595752,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CKM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKM)
IGFBP7,IGFBP7,1.456069323,0.506980428,0.429553273,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IGFBP7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7)
AZGP1,AZGP1,0.413100492,0.091375441,0.429281851,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AZGP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZGP1)
CUBN,CUBN,-4.886433611,0.816949839,-0.42905139,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CUBN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUBN)
SCN3A,SCN3A,1.195767036,0.43854515,0.428067485,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCN3A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3A)
CLEC3B,CLEC3B,0.345616934,0.058506985,0.426073888,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CLEC3B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC3B)
CKMT1B,CKMT1B_ENST00000441322.1,0.857742708,0.318830865,0.425817484,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CKMT1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKMT1B)
BCKDK,BCKDK,0.457702728,0.117644847,0.425401315,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BCKDK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDK)
EPS8L1,EPS8L1_P1,-1.277395246,0.464507636,-0.42538174,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EPS8L1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS8L1)
GUCA1A,GUCA1A_P1,0.808642293,0.298306915,0.424809457,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GUCA1A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA1A)
GSTM4,GSTM4,0.572842999,0.181434131,0.424637638,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GSTM4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM4)
HDC,HDC,1.004381114,0.379084022,0.423110128,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HDC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDC)
AVPR1A,AVPR1A,-0.216228501,0.011085394,-0.422780531,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AVPR1A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR1A)
VRK2,VRK2,1.202014002,0.445876658,0.421648798,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VRK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK2)
P4HA2,P4HA2,0.290810718,0.035575545,0.421340654,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=P4HA2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA2)
MSRA,MSRA,0.336644186,0.056082055,0.421201154,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MSRA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRA)
FLT3LG,FLT3LG,1.259141038,0.464507636,0.419302959,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FLT3LG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3LG)
APOE,APOE,-1.011862942,0.385810407,-0.418532884,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=APOE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE)
INPP4B,INPP4B_P1,0.512904829,0.153021399,0.41814455,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=INPP4B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4B)
DHRS4L2,DHRS4L2_ENST00000382755.4,0.713107322,0.259959695,0.417234802,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DHRS4L2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS4L2)
PTPRM,PTPRM,0.580827851,0.191726147,0.416638653,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPRM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRM)
MAK,MAK,0.497525312,0.145517373,0.416471052,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAK)
CPB1,CPB1,0.638599563,0.222815986,0.416401178,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CPB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPB1)
ACSL1,ACSL1,-2.256588747,0.6545081,-0.415404082,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACSL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL1)
TSSK6,TSSK6,-1.73307861,0.576425318,-0.414651106,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TSSK6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSK6)
L3MBTL1,L3MBTL1_P2,-0.313637561,0.047895404,-0.413909421,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=L3MBTL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL1)
MAP3K7,MAP3K7,-2.518961249,0.685991686,-0.412306468,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7)
PTPN13,PTPN13,0.593759432,0.20244127,0.41189148,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPN13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13)
HK1,HK1_P1,-1.19544016,0.453277485,-0.410796099,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1)
NEK4,NEK4,-0.490677258,0.146048806,-0.409961826,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NEK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK4)
CLC,CLC,1.668556908,0.568027531,0.409848659,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CLC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLC)
F3,F3_P1,0.699378529,0.259959695,0.409202168,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=F3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=F3)
TLK2,TLK2,-1.959403947,0.619267667,-0.407794274,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TLK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLK2)
PDHA1,PDHA1,-0.290601882,0.039538502,-0.407708567,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDHA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1)
MAPKAPK3,MAPKAPK3,0.484034407,0.144344246,0.406879576,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPKAPK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK3)
NTRK3,NTRK3,-0.700569812,0.262580034,-0.406847722,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NTRK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK3)
MGAT1,MGAT1_P1,0.695031077,0.259959695,0.4066585,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MGAT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1)
SCN10A,SCN10A_ENST00000449082.2,0.21348819,0.012532398,0.406047241,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCN10A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN10A)
CNR1,CNR1,1.016475528,0.399480109,0.405070418,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CNR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR1)
SYK,SYK_P1,-0.432820199,0.116203921,-0.404591327,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SYK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK)
TPTE2,TPTE2_ENST00000382977.4,0.54408517,0.181434131,0.403320005,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TPTE2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE2)
CDK13,CDK13,0.429498774,0.115488609,0.402638285,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDK13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK13)
CDK4,CDK4,-0.772010385,0.301183628,-0.402347602,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4)
CXCR1,CXCR1,0.763805796,0.298306915,0.401255201,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CXCR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1)
RAMP1,RAMP1,-0.626494253,0.229923192,-0.39996472,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RAMP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP1)
SLC12A3,SLC12A3,1.213327542,0.46828514,0.399778835,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC12A3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A3)
CTDSP1,CTDSP1,0.89580379,0.359341571,0.3981781,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTDSP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDSP1)
ARHGAP26,ARHGAP26,-1.912370118,0.619267667,-0.398005519,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ARHGAP26+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP26)
ALPK1,ALPK1,-2.989092529,0.736567148,-0.396914588,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALPK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPK1)
GRIK4,GRIK4,0.358216191,0.078025919,0.396817964,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRIK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK4)
ATP2C1,ATP2C1,-0.501070097,0.162089754,-0.395967857,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATP2C1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2C1)
LYN,LYN,-0.757952901,0.301183628,-0.395021282,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LYN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN)
SULT2A1,SULT2A1,0.458380086,0.13767817,0.394727097,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SULT2A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2A1)
PPFIA1,PPFIA1,-0.700513513,0.273243461,-0.394704495,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPFIA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA1)
MASP2,MASP2,0.306261058,0.051482887,0.394567486,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MASP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP2)
EPHB2,EPHB2,0.886978136,0.359341571,0.394255163,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EPHB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB2)
IRGC,IRGC,0.471226314,0.146048806,0.393710523,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IRGC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRGC)
PNMT,PNMT,-1.622745231,0.572219106,-0.393414533,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PNMT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT)
PDK3,PDK3,-2.102757248,0.650058572,-0.393315509,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK3)
PDE4C,PDE4C_P2,0.456464233,0.13767817,0.393077288,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDE4C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4C)
SLC6A2,SLC6A2,-1.02439319,0.41343714,-0.392947509,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A2)
CA4,CA4,-4.335947119,0.812158512,-0.391792711,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CA4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA4)
GRK4,GRK4,-0.688842224,0.270550246,-0.391091597,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK4)
GYG1,GYG1,-1.438581455,0.535034568,-0.390744845,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GYG1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYG1)
ACOT13,ACOT13,-1.172595159,0.464507636,-0.390482563,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACOT13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT13)
GZMB,GZMB,0.555344235,0.198104002,0.390466281,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GZMB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB)
PTPN20B,PTPN20B_ENST00000374233.3,0.543856357,0.191726147,0.39011831,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPN20B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN20B)
NEK1,NEK1,1.608629634,0.572219106,0.389992381,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NEK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK1)
SLC38A3,SLC38A3,1.170897217,0.464507636,0.389917136,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC38A3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A3)
NEK11,NEK11,0.777830593,0.315843572,0.389325958,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NEK11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK11)
CACNA1S,CACNA1S,-0.850476979,0.349717174,-0.388058221,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CACNA1S+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1S)
AXL,AXL,0.935088842,0.385810407,0.386777115,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AXL+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL)
PSKH2,PSKH2,-0.745222893,0.304078759,-0.385290606,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PSKH2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSKH2)
ACTA1,ACTA1_P2,1.023772126,0.420522594,0.385153993,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACTA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1)
MCFD2,MCFD2_P1,1.52651111,0.559688727,0.384762377,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MCFD2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCFD2)
PAK6,PAK6_P2,-0.904683922,0.375748056,-0.384584082,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PAK6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK6)
RNASE4,RNASE4,1.052159496,0.43128342,0.384287827,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RNASE4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE4)
TAB1,TAB1_ENST00000216160.6,1.027444033,0.424091898,0.382764025,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TAB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1)
TUBA4A,TUBA4A,0.594227954,0.227536425,0.38205831,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUBA4A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA4A)
PACSIN1,PACSIN1_P1,0.207286627,0.014388808,0.381816823,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PACSIN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACSIN1)
LGSN,LGSN,0.311044344,0.0593344,0.381556058,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LGSN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGSN)
IGF1R,IGF1R_P2,0.698268964,0.284199267,0.381518134,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IGF1R+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R)
CCL8,CCL8,-0.448361335,0.140980922,-0.381483603,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCL8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL8)
SCN5A,SCN5A,0.613985797,0.239648178,0.380932671,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCN5A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A)
ADH1C,ADH1C,1.180828801,0.475890926,0.380808522,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADH1C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1C)
SCNN1D,SCNN1D_P2,-2.205054925,0.672427921,-0.380050614,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCNN1D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCNN1D)
DLG4,DLG4_P2,-0.51596112,0.183459029,-0.379985196,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DLG4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4)
